uuids,experiment_name,experiment_date,sample_type,species,cell_line,agg_date,plating_date,org_age,media,patterning,drug,chip_number
2024-06-18-e-all_cell_lines_dorsal_pasca,22710_KH2_d45_06-18-2024_dorsal_pasca,2024-06-18 16:39:43,organoid,organoid,KH2,2024-05-04,2024-06-04,45 days 16:39:43,sakura,dorsal,,22710e
2024-06-18-e-all_cell_lines_dorsal_pasca,23178_E14_d45_06-18-2024_dorsal_pasca,2024-06-18 17:58:37,organoid,organoid,E14,2024-05-04,2024-06-04,45 days 17:58:37,sakura,dorsal,,23178e
2024-06-18-e-all_cell_lines_dorsal_pasca,23139_KH2_d45_06-18-2024_dorsal_pasca,2024-06-18 14:35:38,organoid,organoid,KH2,2024-05-04,2024-06-04,45 days 14:35:38,sakura,dorsal,,23139e
2024-06-18-e-all_cell_lines_dorsal_pasca,23120_E14_d45_06-18-2024_dorsal_pasca,2024-06-18 18:14:24,organoid,organoid,E14,2024-05-04,2024-06-04,45 days 18:14:24,sakura,dorsal,,23120e
2024-06-18-e-all_cell_lines_dorsal_pasca,23187_C57BL6_d45_06-18-2024_dorsal_pasca,2024-06-18 12:47:02,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 12:47:02,sakura,dorsal,,23187e
2024-06-18-e-all_cell_lines_dorsal_pasca,23156_C57_d45_06-18-2024_dorsal_pasca,2024-06-18 10:07:56,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 10:07:56,sakura,dorsal,,23156e
2024-06-18-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d45_06-18-2024_dorsal_pasca,2024-06-18 10:56:35,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 10:56:35,sakura,dorsal,,23141e
2024-06-19-e-sakura-ventral-day46,Trace_20240619_12_53_28_23119a_day46_ventral_c57,2024-06-19 12:53:57,organoid,organoid,C57BL6,2024-05-04,,46 days 12:53:57,sakura,ventral,,23119ae
2024-06-19-e-sakura-ventral-day46,Trace_20240619_11_52_51_22150a_day46_ventral_c57,2024-06-19 11:54:47,organoid,organoid,C57BL6,2024-05-04,,46 days 11:54:47,sakura,ventral,,22150ae
2024-06-19-e-sakura-ventral-day46,Trace_20240619_12_24_17_20174a_day46_ventral_c57,2024-06-19 12:25:10,organoid,organoid,C57BL6,2024-05-04,,46 days 12:25:10,sakura,ventral,,20174ae
2024-06-21-e-all_cell_lines_dorsal_pasca,23156_C57_d48_06-21-2024_dorsal_pasca,2024-06-21 11:23:41,organoid,organoid,C57BL6,2024-05-04,2024-06-04,48 days 11:23:41,sakura,dorsal,,23156e
2024-06-21-e-all_cell_lines_dorsal_pasca,23187_C57_d48_06-21-2024_dorsal_pasca,2024-06-21 10:00:32,organoid,organoid,C57BL6,2024-05-04,2024-06-04,48 days 10:00:32,sakura,dorsal,,23187e
2024-06-21-e-all_cell_lines_dorsal_pasca,23120_E14_d48_06-21-2024_dorsal_pasca,2024-06-21 15:51:11,organoid,organoid,E14,2024-05-04,2024-06-04,48 days 15:51:11,sakura,dorsal,,23120e
2024-06-21-e-all_cell_lines_dorsal_pasca,22710_KH2_d48_06-21-2024_dorsal_pasca,2024-06-21 14:24:00,organoid,organoid,KH2,2024-05-04,2024-06-04,48 days 14:24:00,sakura,dorsal,,22710e
2024-06-21-e-all_cell_lines_dorsal_pasca,23141_C57_d48_06-21-2024_dorsal_pasca,2024-06-21 10:31:37,organoid,organoid,C57BL6,2024-05-04,2024-06-04,48 days 10:31:37,sakura,dorsal,,23141e
2024-06-21-e-all_cell_lines_dorsal_pasca,23178_E14_d48_06-21-2024_dorsal_pasca,2024-06-21 16:09:30,organoid,organoid,E14,2024-05-04,2024-06-04,48 days 16:09:30,sakura,dorsal,,23178e
2024-06-21-e-all_cell_lines_dorsal_pasca,23150_E14_d48_06-21-2024_dorsal_pasca,2024-06-21 15:32:19,organoid,organoid,E14,2024-05-04,2024-06-04,48 days 15:32:19,sakura,dorsal,,23150e
2024-06-21-e-all_cell_lines_dorsal_pasca,23139_KH2_d48_06-21-2024_dorsal_pasca,2024-06-21 14:59:19,organoid,organoid,KH2,2024-05-04,2024-06-04,48 days 14:59:19,sakura,dorsal,,23139e
2024-06-21-e-all_cell_lines_dorsal_pasca,23137_KH2_d48_06-21-2024_dorsal_pasca,2024-06-21 12:15:02,organoid,organoid,KH2,2024-05-04,2024-06-04,48 days 12:15:02,sakura,dorsal,,23137e
2024-06-21-e-cady-sakura-dorsal-ventral,Trace_20240621_16_27_39_p001354_day69_dorsal_e14,2024-06-21 16:28:22,organoid,organoid,E14,2024-04-11,2024-04-29,71 days 16:28:22,sakura,dorsal,,p001354e
2024-06-21-e-cady-sakura-dorsal-ventral,Trace_20240621_13_37_18_20247_day69_dorsal_e14,2024-06-21 13:37:41,organoid,organoid,E14,2024-04-11,2024-04-29,71 days 13:37:41,sakura,dorsal,,20247e
2024-06-21-e-cady-sakura-dorsal-ventral,Trace_20240614_16_47_27_22717_day61_ventral_kh2,2024-06-14 16:48:01,organoid,organoid,KH2,2024-04-11,2024-04-29,64 days 16:48:01,sakura,ventral,,22717e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T142357-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T150101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T160100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T170101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T180101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T190100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T200100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T210100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T220100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-20-T230100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T000100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T010100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T020100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T030100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T040100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T050100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T060100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T070100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T080100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T090100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T100100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T110100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T120100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T130100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T140100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T150101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T160101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T170100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T180100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T190100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T200100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T210101-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T220100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-21-T230100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T000100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T010100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T020100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T030100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T040100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T050100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T060100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T070100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T080100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T090100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T100100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T110100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-03-20-e-auto-mouse-slice-22542,2024-03-22-T120100-chip22542,,primary mouse slice P3,mouse,C57BL6,,,,,unknown,,22542e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T170100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T180101-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T190100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T200100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T210100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T220100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-06-T230101-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-07-T000100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-07-T010100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-07-T020101-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-07-T030100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-02-06-e-auto-mouse-slice2,2024-02-07-T040100-chip20215,,p0 mouse slice,mouse,C57BL6,,1/26/2024,,,unknown,,20215e
2024-01-31-e-auto-mouse-slice,2024-01-31-T183000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T120000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T130001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T140000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T150000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T160001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T170000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T181600-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T190001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T200000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T210000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-01-T220000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-02-T171613-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-02-T212603-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-02-T220000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-02-T230000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T000000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T010000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T020000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T030000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T040000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T050000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T060000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T070000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T080000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T090000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T100000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T110000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T120000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T130000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T140000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T150000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T160000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T170001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T180001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T190001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T200000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T210000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T220000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-03-T230000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T000000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T010000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T020000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T030001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T040000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T050001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T060000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T070001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T080000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T090001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T100000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T110001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T120000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T130000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T140000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T150000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T160000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T170001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T180001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T190000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T200000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T210000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T220000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-04-T230001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-05-T000000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-05-T010001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-05-T020000-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-05-T030001-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T100100-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T100501-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T110500-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T120500-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T130500-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T140500-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T150500-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-01-31-e-auto-mouse-slice,2024-02-06-T160501-chip20380,,organoid,organoid,primary,,2024-1-26,,,unknown,,20380d
2024-04-04-e-p001384-pharma-reupload,Trace_20240404_17_40_05_day26_p001384_APV_540pm,2024-04-04 17:40:25,ms organoid gfcdm,organoid,C57BL6,2024-03-09,2024-03-28,26 days 00:00:00,gfcdm,dorsal,apv,p001384d
